muestra,t,M 5A,DUT 30A,
15,7362,3.509,143.063,
16,7889,0.732,144.670,
17,8415,3.401,137.720,
18,8941,0.844,140.575,
19,9467,3.375,140.711,
20,9994,3.479,142.139,
21,10518,0.945,144.359,
22,11043,4.007,142.725,
23,11570,0.422,141.007,
24,12095,5.377,143.085,
25,12619,0.845,140.411,
26,13145,0.422,136.973,
27,13672,0.422,132.937,
28,14197,2.112,132.405,
29,14722,0.000,137.393,
30,15248,0.597,131.968,
31,15773,1.035,136.255,
32,16298,1.193,135.231,
33,16824,0.422,132.793,
34,17349,0.000,136.161,
35,17873,0.845,133.925,
36,18401,1.267,133.589,
37,18927,1.688,131.556,
38,19457,1.688,131.556,
39,19984,1.266,136.152,
40,20509,1.035,134.666,
41,21034,0.422,133.898,
42,21560,0.000,133.733,
43,22085,0.597,135.451,
44,22609,0.422,130.253,
45,23136,1.266,134.614,
46,23660,1.690,132.016,
47,24185,2.154,172.908,
48,24712,1.266,203.170,
49,25237,0.597,201.987,
50,25761,3.509,170.042,
51,26288,1.884,99.917,
52,26814,3.432,88.383,
53,27338,4.998,89.179,
54,27864,0.000,90.351,
55,28389,1.035,88.347,
muestra,t,M 5A,DUT 30A,
2,530,0.000,87.249,
3,1055,0.943,90.493,
4,1581,0.422,140.045,
5,2105,4.074,142.026,
6,2630,0.945,138.801,
7,3156,1.887,142.454,
8,3682,0.597,142.364,
9,4206,1.336,142.793,
10,4732,5.010,138.114,
11,5258,3.509,145.577,
12,5782,3.104,144.181,
13,6308,0.943,143.529,
14,6833,3.245,141.437,
15,7359,0.422,142.656,
16,7885,0.943,142.656,
17,8410,0.000,146.128,
18,8935,0.597,142.635,
19,9460,0.844,142.768,
20,9987,0.844,146.621,
21,10512,3.534,141.822,
22,11040,0.597,140.643,
23,11565,0.597,143.444,
24,12090,1.463,142.297,
25,12614,3.379,133.324,
26,13141,3.453,134.709,
27,13666,0.422,126.424,
28,14190,0.422,133.444,
29,14716,0.943,131.508,
30,15241,1.267,127.662,
31,15767,3.890,130.358,
32,16293,1.116,128.027,
33,16818,0.732,130.721,
34,17344,0.000,132.575,
35,17870,0.731,131.727,
36,18395,0.845,130.351,
37,18920,0.945,130.129,
38,19446,1.579,128.127,
39,19971,1.336,124.038,
40,20496,0.845,135.641,
41,21022,0.597,134.308,
42,21549,0.000,128.999,
43,22074,4.052,132.962,
44,22598,2.987,128.315,
45,23125,0.731,130.775,
46,23651,3.375,133.946,
47,24176,3.825,149.561,
48,24703,0.597,199.847,
49,25228,2.535,193.724,
50,25752,5.191,192.527,
51,26278,0.422,92.246,
52,26804,0.597,91.033,
53,27328,4.530,88.746,
54,27854,1.739,87.542,
55,28379,0.845,85.614,
muestra,t,M 5A,DUT 30A,
2,530,1.033,84.715,
3,1057,0.000,93.728,
4,1581,4.266,136.490,
5,2107,3.375,144.086,
6,2633,0.845,141.210,
7,3160,0.000,143.220,
8,3685,0.422,139.935,
9,4212,3.629,143.730,
10,4737,0.422,144.203,
11,5263,3.401,142.206,
12,5788,3.406,142.883,
13,6313,0.845,143.712,
14,6838,0.000,140.711,
15,7364,2.987,144.314,
16,7889,4.798,143.399,
17,8413,3.432,145.798,
18,8940,2.151,141.098,
19,9465,1.401,143.130,
20,9989,0.597,145.202,
21,10515,3.797,142.364,
22,11042,2.983,142.566,
23,11567,0.845,144.936,
24,12093,3.401,142.048,
25,12618,2.672,134.092,
26,13144,0.422,134.017,
27,13672,1.193,128.476,
28,14199,2.151,131.410,
29,14725,4.002,129.098,
30,15251,0.422,131.142,
31,15777,3.017,128.340,
32,16301,3.379,128.465,
33,16827,0.731,131.800,
34,17353,1.463,133.034,
35,17877,1.463,128.740,
36,18403,3.213,129.569,
37,18930,0.422,128.800,
38,19455,0.422,131.627,
39,19980,2.531,129.272,
40,20507,0.422,128.651,
41,21033,3.453,135.964,
42,21559,0.597,131.556,
43,22085,3.848,131.113,
44,22609,1.523,128.989,
45,23134,0.000,130.843,
46,23661,0.422,127.851,
47,24188,2.672,147.419,
48,24713,5.410,196.343,
49,25240,1.399,205.538,
50,25764,3.917,201.015,
51,26290,1.739,97.744,
52,26817,0.943,89.102,
53,27341,0.000,90.679,
54,27865,1.336,86.806,
55,28391,3.890,87.028,
muestra,t,M 5A,DUT 30A,
2,531,3.867,87.980,
3,1056,1.035,91.455,
4,1581,0.422,138.531,
5,2108,0.000,141.030,
6,2633,5.475,141.958,
7,3158,0.422,141.483,
8,3685,4.956,141.574,
9,4210,0.597,144.314,
10,4736,0.422,139.407,
11,5261,1.118,141.845,
12,5786,0.000,142.184,
13,6314,1.839,144.220,
14,6840,3.534,145.025,
15,7364,0.597,145.136,
16,7890,4.002,140.597,
17,8416,0.597,141.164,
18,8940,3.940,145.886,
19,9466,2.531,141.007,
20,9993,0.844,147.970,
21,10518,2.390,137.241,
22,11042,3.432,147.310,
23,11569,0.597,139.981,
24,12094,0.945,146.018,
25,12618,0.732,136.655,
26,13145,1.032,125.747,
27,13672,3.401,129.197,
28,14197,1.035,130.499,
29,14722,0.000,128.676,
30,15249,2.109,131.945,
31,15774,5.156,131.309,
32,16300,2.668,125.423,
33,16827,3.825,129.907,
34,17352,0.597,127.082,
35,17878,1.116,132.503,
36,18404,3.895,132.938,
37,18928,0.945,133.444,
38,19454,3.375,132.018,
39,19980,3.559,128.640,
40,20504,0.945,125.403,
41,21029,2.987,126.779,
42,21556,0.422,131.751,
43,22080,2.463,126.398,
44,22605,0.000,131.431,
45,23130,5.419,128.526,
46,23656,1.401,132.114,
47,24181,0.597,132.016,
48,24707,0.597,203.564,
49,25232,0.945,194.089,
50,25757,3.406,196.980,
51,26283,3.504,146.861,
52,26812,1.266,90.493,
53,27336,3.406,88.927,
54,27863,1.192,81.998,
55,28389,0.597,88.383,
56,28913,0.845,84.405,
muestra,t,M 5A,DUT 30A,
2,531,0.000,83.993,
3,1055,0.597,95.745,
4,1582,0.422,133.706,
5,2106,1.889,136.208,
6,2631,3.509,141.323,
7,3156,0.597,139.522,
8,3683,3.375,146.490,
9,4207,1.035,144.136,
10,4733,0.422,145.326,
11,5259,0.000,143.869,
12,5783,0.597,141.027,
13,6309,1.739,145.414,
14,6834,3.509,143.578,
15,7359,2.535,143.980,
16,7883,2.154,141.209,
17,8411,2.535,144.626,
18,8937,3.820,144.375,
19,9461,0.000,146.018,
20,9989,0.421,145.976,
21,10514,0.000,143.444,
22,11038,0.422,140.799,
23,11564,0.844,141.619,
24,12089,3.483,142.635,
25,12614,0.422,140.022,
26,13139,0.943,130.848,
27,13666,0.943,127.198,
28,14191,0.945,129.561,
29,14716,3.071,126.719,
30,15243,0.844,131.386,
31,15768,0.422,129.833,
32,16293,3.912,125.652,
33,16820,4.810,126.288,
34,17345,1.267,130.819,
35,17869,3.509,128.515,
36,18396,0.422,130.259,
37,18923,0.945,126.322,
38,19447,1.035,128.640,
39,19974,1.688,127.951,
40,20499,0.845,130.941,
41,21023,0.000,127.889,
42,21550,2.983,127.676,
43,22075,3.272,125.454,
44,22599,0.845,127.939,
45,23125,0.000,127.901,
46,23651,0.945,126.474,
47,24175,0.422,130.499,
48,24701,1.266,197.136,
49,25227,2.638,201.876,
50,25751,0.732,205.612,
51,26277,0.844,138.739,
52,26804,3.401,93.522,
53,27328,3.017,92.468,
54,27854,1.634,88.705,
55,28379,0.422,86.324,
56,28905,0.422,88.452,
muestra,t,M 5A,DUT 30A,
2,530,2.638,87.286,
3,1055,3.479,92.072,
4,1580,1.792,139.447,
5,2106,0.943,141.415,
6,2632,0.000,144.264,
7,3157,2.112,140.068,
8,3682,0.422,142.476,
9,4209,0.943,142.611,
10,4734,3.379,145.996,
11,5259,2.953,142.296,
12,5786,0.597,139.843,
13,6311,0.000,144.337,
14,6837,3.958,143.462,
15,7362,1.401,143.623,
16,7887,0.000,144.515,
17,8412,2.109,140.438,
18,8939,1.334,140.780,
19,9464,0.732,143.802,
20,9989,1.266,145.304,
21,10516,0.000,141.981,
22,11043,0.422,145.798,
23,11569,1.790,144.663,
24,12095,0.597,146.370,
25,12619,3.848,132.938,
26,13144,0.732,132.016,
27,13671,0.731,132.115,
28,14195,0.422,129.337,
29,14720,0.422,128.665,
30,15245,5.517,125.958,
31,15771,0.422,128.515,
32,16296,2.957,131.431,
33,16821,1.193,128.601,
34,17348,1.033,127.701,
35,17873,2.154,128.665,
36,18399,1.266,128.974,
37,18924,0.597,131.870,
38,19449,0.422,126.474,
39,19974,0.000,127.324,
40,20500,4.908,125.506,
41,21027,0.945,133.613,
42,21553,2.953,130.038,
43,22078,3.432,125.787,
44,22603,0.945,127.133,
45,23128,3.379,126.551,
46,23654,2.151,128.277,
47,24180,1.033,128.501,
48,24706,4.698,166.299,
49,25233,3.797,202.507,
50,25758,0.422,205.033,
51,26282,2.314,172.294,
52,26810,3.397,92.717,
53,27335,3.534,90.997,
54,27859,0.000,87.836,
55,28385,0.943,84.639,
56,28910,2.154,88.528,
muestra,t,M 5A,DUT 30A,
2,530,0.422,86.733,
3,1056,0.943,92.489,
4,1581,2.195,137.685,
5,2107,1.334,135.326,
6,2635,1.933,143.395,
7,3161,0.000,142.748,
8,3685,4.030,142.365,
9,4210,0.422,144.426,
10,4736,3.797,141.913,
11,5262,0.422,142.880,
12,5787,3.406,140.640,
13,6313,0.943,144.264,
14,6839,0.943,144.019,
15,7364,0.000,142.049,
16,7889,1.193,142.723,
17,8416,1.033,141.529,
18,8941,1.035,142.139,
19,9467,0.597,144.464,
20,9992,0.422,144.892,
21,10517,0.000,142.590,
22,11042,3.427,145.986,
23,11569,0.844,141.325,
24,12094,0.845,143.242,
25,12620,0.731,139.292,
26,13147,1.267,128.665,
27,13672,0.597,129.412,
28,14198,0.731,127.876,
29,14723,3.432,133.203,
30,15248,1.035,124.838,
31,15773,0.000,127.889,
32,16298,1.035,127.939,
33,16823,0.732,127.259,
34,17347,3.017,128.815,
35,17873,0.943,132.115,
36,18399,0.732,126.601,
37,18923,1.336,128.615,
38,19449,2.272,128.700,
39,19975,0.597,129.759,
40,20499,0.597,124.297,
41,21025,0.422,128.002,
42,21551,3.534,130.302,
43,22075,0.000,127.537,
44,22600,0.845,127.310,
45,23125,4.908,127.864,
46,23652,1.463,130.129,
47,24177,1.336,135.546,
48,24703,3.071,155.919,
49,25228,0.597,195.211,
50,25753,0.000,199.266,
51,26278,1.579,196.468,
52,26805,2.983,95.857,
53,27329,1.463,89.035,
54,27855,0.844,88.922,
55,28380,1.336,85.502,
56,28906,0.000,86.511,
muestra,t,M 5A,DUT 30A,
2,530,3.245,89.431,
3,1054,3.825,91.876,
4,1580,6.026,138.300,
5,2106,0.945,142.905,
6,2631,0.000,143.529,
7,3157,0.422,139.981,
8,3682,1.267,144.848,
9,4207,3.406,141.732,
10,4743,0.422,143.194,
11,5267,3.406,140.822,
12,5793,1.193,137.998,
13,6320,1.461,139.981,
14,6844,0.000,143.220,
15,7370,0.000,147.579,
16,7897,2.734,143.306,
17,8421,3.432,142.207,
18,8946,1.889,142.252,
19,9471,0.000,138.485,
20,9998,0.844,142.858,
21,10523,3.406,142.365,
22,11054,1.399,146.096,
23,11578,0.597,142.342,
24,12104,1.266,140.711,
25,12630,4.261,136.598,
26,13155,0.422,136.302,
27,13681,1.461,135.065,
28,14207,2.668,134.970,
29,14733,1.523,131.748,
30,15257,0.000,129.138,
31,15785,1.399,133.442,
32,16311,0.422,132.768,
33,16835,3.432,131.968,
34,17361,0.597,128.376,
35,17887,2.535,120.278,
36,18411,0.000,127.587,
37,18937,1.334,130.824,
38,19463,1.742,132.526,
39,19987,0.000,134.475,
40,20512,3.075,132.623,
41,21039,0.731,131.994,
42,21563,3.272,135.546,
43,22088,3.634,135.688,
44,22614,0.422,135.468,
45,23139,1.118,129.064,
46,23665,3.530,132.744,
47,24191,1.033,132.648,
48,24717,2.112,134.045,
49,25241,0.945,191.774,
50,25770,0.000,198.657,
51,26295,0.945,201.510,
52,26820,0.597,133.058,
53,27345,0.597,87.542,
54,27872,3.375,87.101,
55,28397,1.035,88.891,
56,28922,0.731,86.474,
muestra,t,M 5A,DUT 30A,
2,530,0.422,87.470,
3,1054,0.945,95.812,
4,1580,1.334,139.177,
5,2106,0.422,140.022,
6,2630,3.559,143.511,
7,3155,0.845,140.434,
8,3681,3.935,140.597,
9,4207,0.844,140.620,
10,4732,2.154,140.936,
11,5258,0.844,138.022,
12,5784,0.000,145.017,
13,6309,0.845,140.708,
14,6834,1.688,142.341,
15,7362,3.272,138.638,
16,7887,1.267,142.860,
17,8413,3.605,146.402,
18,8938,2.957,144.892,
19,9464,0.844,143.060,
20,9990,0.422,140.962,
21,10515,1.336,139.263,
22,11040,2.570,141.800,
23,11566,5.861,141.393,
24,12092,1.401,142.297,
25,12616,4.853,141.255,
26,13142,0.597,133.274,
27,13668,3.872,133.949,
28,14192,3.406,133.251,
29,14717,0.845,136.561,
30,15244,3.912,131.727,
31,15768,1.336,131.284,
32,16293,3.406,133.925,
33,16820,1.033,129.964,
34,17344,3.848,133.131,
35,17871,3.483,130.401,
36,18397,0.000,136.716,
37,18922,1.035,135.451,
38,19447,0.422,134.164,
39,19973,4.090,135.893,
40,20499,4.798,131.333,
41,21023,2.834,132.672,
42,21549,0.597,131.020,
43,22074,3.432,132.284,
44,22599,1.742,135.119,
45,23124,0.845,134.666,
46,23649,1.035,136.679,
47,24175,1.033,131.654,
48,24700,0.597,132.986,
49,25227,2.151,200.855,
50,25751,3.353,206.065,
51,26277,0.731,204.224,
52,26804,2.601,122.842,
53,27328,1.792,95.678,
54,27854,1.887,93.625,
55,28383,2.983,88.524,
56,28908,1.035,88.165,
57,29432,0.000,93.984,
muestra,t,M 5A,DUT 30A,
2,530,0.422,86.065,
3,1056,0.943,96.656,
4,1581,0.422,138.847,
5,2106,1.401,140.228,
6,2631,0.000,143.596,
7,3157,3.658,141.459,
8,3681,0.597,143.645,
9,4206,0.732,142.748,
10,4731,0.597,141.482,
11,5257,1.399,139.568,
12,5782,0.422,141.300,
13,6308,0.000,143.507,
14,6834,0.943,141.234,
15,7359,0.845,140.799,
16,7884,3.401,138.809,
17,8411,0.422,145.700,
18,8936,0.945,139.884,
19,9465,3.844,140.347,
20,9990,1.336,142.523,
21,10514,3.406,143.533,
22,11040,1.193,142.071,
23,11566,0.845,139.378,
24,12090,0.000,144.337,
25,12616,0.943,140.301,
26,13141,2.987,134.952,
27,13666,1.118,132.259,
28,14192,3.401,133.994,
29,14717,0.945,134.595,
30,15242,0.732,133.877,
31,15767,0.000,136.467,
32,16293,0.000,135.018,
33,16818,4.266,131.260,
34,17343,1.035,133.396,
35,17869,3.427,130.480,
36,18394,0.732,136.326,
37,18919,0.597,131.382,
38,19442,0.000,133.130,
39,19969,3.797,135.775,
40,20493,0.000,134.571,
41,21019,2.566,135.987,
42,21545,0.422,132.089,
43,22069,1.523,136.514,
44,22594,3.379,132.551,
45,23120,3.479,132.744,
46,23646,0.422,131.191,
47,24171,1.401,129.089,
48,24697,1.266,135.562,
49,25222,2.195,189.195,
50,25747,2.535,200.439,
51,26272,0.597,210.832,
52,26799,0.422,156.124,
53,27323,0.000,97.110,
54,27850,0.596,90.625,
55,28376,1.401,90.962,
56,28900,3.848,92.607,
57,29426,0.943,90.741,
muestra,t,M 5A,DUT 30A,
2,529,0.422,84.443,
3,1055,1.033,93.042,
4,1580,0.422,140.708,
5,2105,3.017,137.569,
6,2630,2.983,142.880,
7,3157,0.844,142.948,
8,3682,1.267,140.982,
9,4207,3.629,140.004,
10,4734,0.422,140.209,
11,5259,1.195,148.418,
12,5784,2.387,142.656,
13,6310,4.096,143.533,
14,6834,4.096,145.158,
15,7360,0.943,143.663,
16,7887,1.334,147.144,
17,8411,1.035,140.868,
18,8936,1.981,142.590,
19,9463,2.232,150.055,
20,9987,5.377,142.995,
21,10512,4.007,143.645,
22,11041,3.453,143.172,
23,11566,2.987,142.184,
24,12090,0.845,140.959,
25,12616,0.844,136.716,
26,13143,0.597,130.136,
27,13668,1.035,129.932,
28,14194,2.023,132.358,
29,14719,2.235,124.967,
30,15245,0.597,128.102,
31,15771,0.422,130.530,
32,16296,0.422,128.540,
33,16821,0.000,131.602,
34,17347,0.422,129.865,
35,17872,4.266,130.006,
36,18397,4.890,135.000,
37,18922,3.509,131.456,
38,19449,0.597,129.569,
39,19973,1.463,133.973,
40,20499,3.427,128.451,
41,21026,0.943,127.072,
42,21554,0.422,130.382,
43,22079,3.046,133.925,
44,22606,1.334,131.313,
45,23130,3.017,133.781,
46,23655,1.195,129.337,
47,24182,1.739,131.068,
48,24706,0.597,134.738,
49,25232,3.013,202.032,
50,25758,1.334,206.253,
51,26285,4.323,211.105,
52,26810,1.889,128.889,
53,27336,3.530,88.380,
54,27862,1.461,89.675,
55,28388,3.980,87.725,
56,28914,0.844,94.511,
57,29439,0.422,89.503,
muestra,t,M 5A,DUT 30A,
2,530,0.844,83.150,
3,1056,3.504,88.524,
4,1581,3.985,133.468,
5,2108,0.422,141.073,
6,2634,0.422,138.578,
7,3159,0.597,144.448,
8,3685,3.797,142.678,
9,4211,4.069,143.127,
10,4737,2.275,140.411,
11,5261,3.778,147.724,
12,5787,2.192,141.597,
13,6314,0.000,140.848,
14,6839,0.000,140.594,
15,7363,1.035,141.323,
16,7890,1.334,140.984,
17,8414,1.581,142.568,
18,8939,0.000,142.635,
19,9465,2.109,147.948,
20,9990,2.275,143.802,
21,10515,2.195,144.292,
22,11041,3.530,141.347,
23,11567,0.945,147.005,
24,12091,5.459,141.754,
25,12617,2.109,133.010,
26,13145,4.030,132.575,
27,13670,1.336,131.797,
28,14195,0.000,133.730,
29,14721,0.845,130.204,
30,15246,1.636,134.427,
31,15770,0.000,131.040,
32,16297,1.399,136.340,
33,16822,1.267,133.131,
34,17346,4.980,129.585,
35,17872,2.701,131.068,
36,18398,1.336,133.203,
37,18922,0.945,134.642,
38,19448,3.129,127.751,
39,19975,0.597,134.471,
40,20500,0.422,119.743,
41,21025,3.401,134.376,
42,21551,0.845,129.882,
43,22076,1.463,131.211,
44,22602,0.943,126.313,
45,23130,2.865,123.311,
46,23654,3.432,126.195,
47,24180,0.943,128.750,
48,24706,0.945,128.115,
49,25230,3.509,175.874,
50,25755,1.463,206.858,
51,26282,4.810,206.005,
52,26807,0.422,168.505,
53,27331,0.732,97.803,
54,27859,1.264,93.677,
55,28385,0.000,89.245,
56,28909,2.535,86.324,
57,29436,0.000,92.697,
muestra,t,M 5A,DUT 30A,
2,530,1.193,88.994,
3,1057,0.422,90.280,
4,1582,2.570,137.031,
5,2107,5.252,141.121,
6,2633,3.825,142.410,
7,3158,3.802,142.455,
8,3683,1.116,142.139,
9,4211,3.406,143.690,
10,4737,3.071,144.907,
11,5263,1.399,147.709,
12,5788,1.742,141.777,
13,6313,1.889,144.381,
14,6839,0.943,141.732,
15,7364,4.349,143.757,
16,7889,3.848,143.376,
17,8414,0.845,142.568,
18,8939,1.523,145.136,
19,9465,0.943,141.438,
20,9990,3.778,148.093,
21,10516,0.000,140.939,
22,11041,1.401,146.589,
23,11566,3.272,141.913,
24,12092,1.266,141.393,
25,12617,0.945,139.861,
26,13143,0.000,135.018,
27,13669,0.597,129.470,
28,14194,1.336,131.407,
29,14721,1.336,122.344,
30,15247,0.422,126.895,
31,15773,2.570,130.006,
32,16297,1.267,128.640,
33,16823,0.000,123.829,
34,17348,1.267,127.688,
35,17874,3.427,115.002,
36,18400,0.943,132.744,
37,18925,3.917,130.941,
38,19451,2.311,126.187,
39,19976,0.732,133.973,
40,20503,1.979,132.551,
41,21027,3.432,127.964,
42,21552,0.422,134.618,
43,22077,1.521,132.043,
44,22604,3.241,131.093,
45,23129,1.463,129.808,
46,23655,1.399,132.937,
47,24180,3.458,127.637,
48,24705,0.422,125.147,
49,25233,1.266,184.023,
50,25759,1.841,207.416,
51,26283,1.742,201.478,
52,26809,4.344,168.424,
53,27335,1.401,95.038,
54,27859,1.792,89.035,
55,28385,4.219,87.907,
56,28910,0.000,89.359,
57,29434,3.634,87.543,
muestra,t,M 5A,DUT 30A,
2,530,3.129,85.730,
3,1055,1.035,90.466,
4,1581,2.232,138.207,
5,2107,0.597,141.143,
6,2632,0.000,145.798,
7,3156,0.000,140.205,
8,3682,0.422,141.325,
9,4209,1.266,145.017,
10,4733,1.035,143.085,
11,5258,1.267,143.757,
12,5787,1.790,138.393,
13,6311,0.000,142.725,
14,6836,1.336,142.252,
15,7362,2.601,142.003,
16,7887,2.570,145.952,
17,8413,1.739,147.709,
18,8939,4.002,145.964,
19,9465,4.182,145.688,
20,9989,5.377,145.003,
21,10515,0.422,142.589,
22,11041,1.981,143.376,
23,11565,1.523,150.460,
24,12091,1.887,142.701,
25,12618,2.109,138.993,
26,13143,1.035,127.889,
27,13667,1.792,124.890,
28,14194,1.193,131.824,
29,14719,3.634,131.284,
30,15243,0.945,126.373,
31,15770,1.933,130.750,
32,16293,3.075,131.504,
33,16817,1.035,128.215,
34,17343,1.334,123.206,
35,17869,2.154,127.411,
36,18393,3.584,131.309,
37,18919,1.266,129.939,
38,19445,0.000,129.610,
39,19969,1.581,129.138,
40,20495,0.422,127.726,
41,21022,1.193,126.136,
42,21547,1.889,127.082,
43,22071,4.203,133.227,
44,22598,0.597,122.972,
45,23124,1.033,129.098,
46,23649,3.683,130.327,
47,24176,1.739,128.750,
48,24700,2.499,133.564,
49,25226,0.844,201.365,
50,25752,3.605,201.301,
51,26278,2.834,197.159,
52,26806,4.219,126.693,
53,27333,2.861,91.198,
54,27857,0.000,88.746,
55,28383,3.213,88.633,
56,28914,3.726,86.844,
57,29438,0.945,88.019,
muestra,t,M 5A,DUT 30A,
2,528,0.845,85.689,
3,1054,4.445,89.960,
4,1580,1.267,137.405,
5,2104,2.463,140.548,
6,2630,3.726,146.030,
7,3155,1.267,140.525,
8,3680,2.275,141.278,
9,4206,1.266,144.597,
10,4731,1.267,144.403,
11,5256,1.035,143.488,
12,5781,1.336,141.935,
13,6307,0.000,142.656,
14,6832,2.638,143.152,
15,7356,3.406,147.070,
16,7886,3.555,147.210,
17,8410,0.422,142.545,
18,8935,1.195,145.666,
19,9462,0.597,144.929,
20,9986,0.845,142.590,
21,10510,0.000,143.735,
22,11036,3.629,144.840,
23,11563,1.266,143.194,
24,12089,0.844,143.082,
25,12615,2.983,135.350,
26,13141,4.007,126.981,
27,13665,3.825,128.690,
28,14191,3.185,130.333,
29,14717,0.945,128.515,
30,15241,0.422,132.065,
31,15767,0.422,134.304,
32,16293,1.336,126.195,
33,16817,2.026,129.759,
34,17343,0.422,130.530,
35,17870,3.890,125.703,
36,18398,1.521,130.554,
37,18923,1.035,129.288,
38,19448,3.825,132.768,
39,19974,1.521,131.629,
40,20499,0.732,124.890,
41,21025,0.844,130.677,
42,21551,0.731,131.044,
43,22076,2.705,126.067,
44,22603,0.597,131.751,
45,23127,0.597,127.914,
46,23652,3.483,127.587,
47,24178,0.000,127.651,
48,24703,2.195,127.108,
49,25229,0.422,193.046,
50,25755,1.521,198.222,
51,26281,3.406,200.407,
52,26805,4.872,153.859,
53,27331,3.530,92.869,
54,27857,2.738,90.997,
55,28381,3.075,86.621,
56,28909,0.597,89.568,
57,29435,0.597,90.004,
muestra,t,M 5A,DUT 30A,
2,532,0.843,86.549,
3,1057,2.535,94.018,
4,1581,2.112,139.585,
5,2107,2.953,141.687,
6,2632,3.534,142.049,
7,3158,0.731,141.574,
8,3684,1.033,138.485,
9,4209,1.035,143.220,
10,4734,2.570,140.136,
11,5260,0.000,137.650,
12,5785,1.690,142.162,
13,6311,0.597,144.907,
14,6837,4.002,141.732,
15,7363,3.825,142.635,
16,7887,3.895,143.690,
17,8412,0.422,142.139,
18,8937,1.195,143.287,
19,9464,0.945,139.746,
20,9989,2.570,142.275,
21,10515,2.424,142.903,
22,11040,3.406,145.335,
23,11564,1.336,144.047,
24,12090,1.116,140.255,
25,12617,0.000,137.998,
26,13141,0.845,131.089,
27,13667,1.634,129.766,
28,14194,1.739,130.946,
29,14718,0.000,132.114,
30,15244,0.000,133.130,
31,15770,2.154,129.337,
32,16294,0.732,128.215,
33,16820,1.266,135.916,
34,17345,1.581,132.889,
35,17871,3.071,130.308,
36,18396,1.742,134.356,
37,18921,4.490,128.565,
38,19446,1.690,130.499,
39,19973,1.118,134.451,
40,20499,2.953,127.475,
41,21025,0.844,126.794,
42,21550,4.390,128.740,
43,22075,0.943,132.672,
44,22601,1.523,128.089,
45,23126,1.035,125.608,
46,23651,1.266,129.470,
47,24177,3.217,124.529,
48,24701,2.535,125.991,
49,25227,0.422,188.903,
50,25753,2.314,205.080,
51,26277,1.841,209.374,
52,26802,3.825,149.647,
53,27327,0.000,94.223,
54,27851,1.195,90.146,
55,28377,2.311,90.741,
56,28904,0.422,87.248,
57,29428,3.985,86.806,
muestra,t,M 5A,DUT 30A,
2,531,3.534,89.143,
3,1057,0.000,92.316,
4,1582,0.422,140.342,
5,2107,2.604,139.009,
6,2632,2.109,141.755,
7,3158,3.379,140.754,
8,3683,0.945,139.631,
9,4207,1.336,141.845,
10,4734,1.266,141.143,
11,5259,1.636,139.608,
12,5783,1.267,140.640,
13,6310,0.943,144.575,
14,6835,3.872,139.792,
15,7359,1.690,145.820,
16,7885,0.844,145.524,
17,8411,1.336,143.152,
18,8935,3.406,140.571,
19,9461,0.422,140.164,
20,9986,3.379,139.884,
21,10511,0.000,146.633,
22,11037,1.688,142.229,
23,11566,1.266,143.037,
24,12092,1.579,140.734,
25,12618,3.349,138.947,
26,13143,0.422,130.006,
27,13668,1.690,135.095,
28,14194,2.109,135.279,
29,14719,1.889,135.166,
30,15245,0.597,128.626,
31,15771,1.266,136.528,
32,16297,1.690,135.948,
33,16821,1.267,133.203,
34,17346,0.422,136.420,
35,17873,1.521,131.386,
36,18398,0.000,132.623,
37,18922,3.658,132.817,
38,19448,1.193,131.020,
39,19974,5.540,135.285,
40,20498,0.945,135.285,
41,21024,1.790,135.799,
42,21551,0.597,133.850,
43,22078,0.000,134.092,
44,22604,2.109,130.995,
45,23129,0.000,132.914,
46,23655,1.334,134.828,
47,24181,0.000,135.231,
48,24707,0.845,141.777,
49,25231,3.731,204.217,
50,25757,3.504,209.291,
51,26283,1.581,204.579,
52,26808,1.792,98.032,
53,27332,4.685,89.539,
54,27859,3.935,85.017,
55,28383,1.267,89.897,
56,28909,1.979,86.917,
muestra,t,M 5A,DUT 30A,
2,530,0.844,88.234,
3,1055,3.075,92.988,
4,1581,1.521,138.855,
5,2106,1.792,145.445,
6,2632,1.033,138.716,
7,3159,3.802,140.205,
8,3685,0.943,144.331,
9,4212,2.983,141.868,
10,4737,0.422,143.242,
11,5261,1.118,146.084,
12,5788,3.797,143.841,
13,6313,0.000,144.136,
14,6837,0.945,140.777,
15,7363,1.887,140.689,
16,7889,0.945,143.264,
17,8413,1.336,142.703,
18,8939,1.790,144.752,
19,9465,1.936,141.459,
20,9989,0.000,139.861,
21,10515,1.266,140.575,
22,11041,4.589,141.596,
23,11565,1.336,142.387,
24,12090,3.458,139.562,
25,12617,0.422,143.618,
26,13141,1.035,134.069,
27,13665,3.580,136.903,
28,14191,2.151,129.371,
29,14716,2.390,135.023,
30,15242,3.912,135.633,
31,15768,2.601,135.916,
32,16294,0.945,129.188,
33,16818,1.742,129.536,
34,17344,0.422,127.173,
35,17871,0.000,131.093,
36,18396,0.945,127.688,
37,18922,4.920,128.551,
38,19447,4.704,126.169,
39,19973,1.266,128.077,
40,20499,2.023,126.541,
41,21025,2.987,125.403,
42,21549,1.401,128.365,
43,22075,0.000,128.002,
44,22602,0.943,123.777,
45,23126,2.987,128.039,
46,23651,1.035,127.914,
47,24179,0.422,124.064,
48,24705,0.943,124.525,
49,25230,2.638,171.734,
50,25757,3.401,203.186,
